SampleID,ChromatographyAndPhase,MassSpectrometer,HealthStatus
MSV000083077/ccms_peak/Plate2/PHT_20_101_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_101_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_103_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_103_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_103_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_103_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_103_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_104_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_104_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_104_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_104_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_105_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_105_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_107_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate2/PHT_20_107_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate2/PHT_20_107_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate2/PHT_20_108_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_108_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate2/PHT_20_108_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/BLANK3_11A.mzML,reverse phase (C18),Q Exactive Series,unknown
MSV000083077/ccms_peak/Plate3/BLANK3_9D.mzML,reverse phase (C18),Q Exactive Series,unknown
MSV000083077/ccms_peak/Plate3/PHT_20_109_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_109_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_109_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_109_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_109_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_110_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_110_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_110_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_110_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_110_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_118_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_118_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_118_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_118_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_118_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_120_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_120_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_120_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_120_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_120_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_121_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_121_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_121_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_121_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_121_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_122_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_122_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_122_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_123_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_123_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_123_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_123_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_127_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_127_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_127_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_127_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_127_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_128_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_128_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_128_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_128_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_128_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_129_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_129_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_129_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_129_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_129_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_130_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_130_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_130_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_130_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_130_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_131_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_131_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_131_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_132_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_132_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_132_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_132_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_132_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_134_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_134_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_134_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_134_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_134_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_138_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_138_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_138_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_138_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_138_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_141_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_141_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_141_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate3/PHT_20_142_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_142_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_142_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_142_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate3/PHT_20_142_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_010_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_010_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_010_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_079_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_096_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_143_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_143_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_143_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_143_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_144_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_144_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_144_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_149_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_149_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_149_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_149_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_149_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_150_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_150_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_150_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_150_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_153_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_153_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_153_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_153_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_154_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_154_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_154_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_154_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_154_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_155_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_155_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_155_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_155_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_155_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,healthy
MSV000083077/ccms_peak/Plate4/PHT_20_156_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_156_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_156_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_156_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_156_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_157_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_157_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_157_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_157_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_157_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_162_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_162_Cort_1600.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_162_Cort_1900.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_162_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_163_Cort_1000.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_163_Cort_1200.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083077/ccms_peak/Plate4/PHT_20_163_Cort_Waking.mzML,reverse phase (C18),Q Exactive Series,unhealthy
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/Extraction_solvent_R2_BE10_01_16204.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/Extraction_solvent_R2_GE10_01_16267.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/MeOH_08_RA1_01_16205.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/MeOH_17_RA1_01_16256.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/MeOH_18_RA1_01_16268.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_ANTS_BE9_01_16203.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_ANTS_GE9_01_16266.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S10_R1_BB7_01_16163.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S10_R1_GB7_01_16225.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S10_R2_BB8_01_16164.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S10_R2_GB8_01_16226.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S11_R1_BB9_01_16165.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S11_R1_GB9_01_16227.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S12_R1_BB11_01_16166.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S12_R1_GB11_01_16228.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S12_R2_BB12_01_16167.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S12_R2_GB12_01_16229.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S13_R1_BC1_01_16171.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S13_R1_GC1_01_16233.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S13_R2_BC2_01_16172.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S13_R2_GC2_01_16234.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S14_R1_BC3_01_16173.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S14_R1_GC3_01_16235.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S14_R2_BC4_01_16174.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S14_R2_GC4_01_16236.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S15_R1_BC5_01_16175.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S15_R1_GC5_01_16237.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S16_R1_BC7_01_16176.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S16_R1_GC7_01_16238.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S17_R1_BC9_01_16177.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S17_R1_GC9_01_16239.mzML,reverse phase (C18),impact Series,unknown
MSV000083080/ccms_peak/20180925_PLATE3_3D_INFECTED_Dil_x2_mzXML/TS_J1884_FG01_S17_R2_BC10_01_16178.mzML,reverse phase (C18),impact Series,unknown
